archive,member_path,category_folder,class_folder,folder_code,filename,extension,bytes,crc32,sha256,detected_format,width,height,brightness,contrast,sharpness_proxy,quality_flags,dhash,read_error,format_mismatch,official_sku,official_item_id,duplicate_group,duplicate_type,split
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_155023.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_155023.jpg,jpg,5389639,f6b0a6a2,4184bffcb8818ff70254dbe27caf9b85c4ba183ddac5c7debd5a8f78073189a1,jpeg,4080,3060,119.33,43.78,1394.91,,213135759d3da9e3,,False,S011,item-s011,unique-0035,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_154924.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_154924.jpg,jpg,7747576,f43d0764,f52d727d306423520d529e7c7f6fb75a995fad56886984e6c93f51314e3174a4,jpeg,4080,3060,147.58,32.63,2887.61,,9969ac9692591927,,False,S011,item-s011,unique-0036,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S013_ClipBoard/20260811_160138.jpg,Stationery_Office_Supplies,S013_ClipBoard,S013,20260811_160138.jpg,jpg,7499181,f93bf584,cc537b39f1f78ca3167039dc20e36e647661f032b78e834193d81cddf89f7425,jpeg,4080,3060,125.74,40.73,1901.55,,91888e9e9fcf9213,,False,S013,item-s013,unique-0037,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S002_PermanentMarker/IMG_4101.HEIC,Stationery_Office_Supplies,S002_PermanentMarker,S002,IMG_4101.HEIC,heic,1942261,6ebe0e75,97d48e4eb4af5a7c78d99e039ab35de290a23ddcbe928ae7c63b50de9795a2a3,heic,3213,5712,154.96,60.4,6007.04,,9531694d7c659993,,False,S002,item-s002,unique-0038,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S013_ClipBoard/20260811_160215.jpg,Stationery_Office_Supplies,S013_ClipBoard,S013,20260811_160215.jpg,jpg,6861202,69d6fb60,a60b64b2eb0282b4f356706891e3c778bd3bba44642b4779cb2b4fcc4ee3dbec,jpeg,4080,3060,115.03,68.64,2691.5,,b0cc3c3434344ce1,,False,S013,item-s013,unique-0039,unique,validation
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_154812.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_154812.jpg,jpg,7654425,f0cf0b3c,b36f58650ba7f30334ebedbf4009433fdfd8e063648361fcb866e5bdf7b77fde,jpeg,4080,3060,88.9,53.99,1976.73,,1d1e47270f4f1f7e,,False,S011,item-s011,unique-0040,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S013_ClipBoard/20260811_160035.jpg,Stationery_Office_Supplies,S013_ClipBoard,S013,20260811_160035.jpg,jpg,7368212,0cc4d531,3faf2bae9f285dd75c4cbf85d0cc72d0ae00a23935c1684d075538855e28befe,jpeg,4080,3060,109.02,59.92,2470.13,,666cdcfc7c7c7c06,,False,S013,item-s013,unique-0041,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S013_ClipBoard/20260811_160603.jpg,Stationery_Office_Supplies,S013_ClipBoard,S013,20260811_160603.jpg,jpg,7523583,741a370c,a32c0fca8f8e126bb4cb6a32367ed3d07337834c12fe6d3518f90153845c2bda,jpeg,4080,3060,117.52,61.3,1960.11,,13336763e6e66d4d,,False,S013,item-s013,unique-0042,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_155119.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_155119.jpg,jpg,8486679,6fa3d1be,e6cabfa719c37d10ce7ef0e6ad4e356328246791569b795a528ceaae9d3b560f,jpeg,4080,3060,45.72,36.43,871.03,,1d6d2dedc8ecee6c,,False,S011,item-s011,unique-0043,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S012_Sellotape/20260811_154352.jpg,Stationery_Office_Supplies,S012_Sellotape,S012,20260811_154352.jpg,jpg,7440151,82c16169,bbf8a4d8d0079a1badf1c34b78f8d92fb7d8252e4b1121e2a6aee5cb0f908bf8,jpeg,4080,3060,108.77,60.78,1574.2,,6765ae9fd3e6e6e4,,False,S012,item-s012,unique-0044,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_154748.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_154748.jpg,jpg,7898675,4b247658,a637ef4e3cd51cf29313498424a3e08bec72bc171628aedc2bfcffdda0db7c99,jpeg,4080,3060,72.87,50.06,2882.18,,0747c7470707037f,,False,S011,item-s011,unique-0045,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_155230.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_155230.jpg,jpg,7714202,1ca92319,af0bf35d6dcb13b0624a1ecaba0af3b5511738ba1f5e01a502701109261a4434,jpeg,4080,3060,109.49,59.55,2371.6,,971f565272e3ed7c,,False,S011,item-s011,unique-0046,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S015_Eraser/IMG_4240.HEIC,Stationery_Office_Supplies,S015_Eraser,S015,IMG_4240.HEIC,heic,2525374,9e36ce75,c71ba35c37367fc19495cf8d335d0d7d142176ebe5b608612a3c9147004cc96b,heic,3213,5712,155.12,57.9,5044.04,,4c06224e53072a2b,,False,S015,item-s015,unique-0047,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S013_ClipBoard/20260811_160409.jpg,Stationery_Office_Supplies,S013_ClipBoard,S013,20260811_160409.jpg,jpg,7630008,6caae399,b569c16e469da52bbdc1b5d5b089b13b1b48339425b5c50b2f0b88345aa09d15,jpeg,4080,3060,109.66,51.36,1767.37,,9f87ee6e6e7e3e17,,False,S013,item-s013,unique-0048,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S015_Eraser/IMG_4249.HEIC,Stationery_Office_Supplies,S015_Eraser,S015,IMG_4249.HEIC,heic,1847759,c77d3297,a004c04cce4de222f669c4cc15489223ed07ebb71072c9e6bcb8fd0227c22a4b,heic,5712,3213,142.05,57.39,2858.45,,9bd7d3d3e7e7e795,,False,S015,item-s015,unique-0049,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S015_Eraser/IMG_4254.HEIC,Stationery_Office_Supplies,S015_Eraser,S015,IMG_4254.HEIC,heic,1960485,112c65c5,0770b1da0a694f9230037784dcf76f53b033f76a8bdf83a6db88a7b31efd2102,heic,2268,4032,119.6,53.6,2579.04,,4667a3736525e6fe,,False,S015,item-s015,unique-0050,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S015_Eraser/IMG_4253.HEIC,Stationery_Office_Supplies,S015_Eraser,S015,IMG_4253.HEIC,heic,793255,598e0dd2,bd0ba2df66df5ec5a130e2ef7954fb3b5d4f5c47c48db82fe80bd0605e63ffa3,heic,2268,4032,146.08,51.36,1276.04,,1839510c0c2e2f30,,False,S015,item-s015,unique-0051,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S011_WhiteboardMarker/20260811_155217.jpg,Stationery_Office_Supplies,S011_WhiteboardMarker,S011,20260811_155217.jpg,jpg,7653417,55b7a3c5,953b78f76d29ba6c9c1198d732ceb94ed482fa7a55d6de09062d548036807168,jpeg,4080,3060,119.39,61.9,2774.91,,9f9c98898989908b,,False,S011,item-s011,unique-0052,unique,test
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S015_Eraser/IMG_4251.HEIC,Stationery_Office_Supplies,S015_Eraser,S015,IMG_4251.HEIC,heic,911097,a31bffc2,5f99b83269c807f44b5a15a3aa11c0971a3b6bab8bd35fd8b7cde6bb79767eb3,heic,2268,4032,97.51,50.36,764.78,,f0e8f37e656c9c4c,,False,S015,item-s015,unique-0053,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S012_Sellotape/20260811_154234.jpg,Stationery_Office_Supplies,S012_Sellotape,S012,20260811_154234.jpg,jpg,7571405,bd01c467,b991d8b9bb2b2ee9b613b9e6e8f396c40acf07b22b64526e388e7e557c0151e5,jpeg,4080,3060,101.67,59.29,1979.68,,49c99b9b9bb3b7bf,,False,S012,item-s012,unique-0054,unique,train
FOR AIIC SUBMISSION-20260910T062426Z-1-001.zip,FOR AIIC SUBMISSION/Inventory_Photos/Stationery_Office_Supplies/S012_Sellotape/20260811_154347.jpg,Stationery_Office_Supplies,S012_Sellotape,S012,20260811_154347.jpg,jpg,7344189,e13c8999,7bbe07f2e7a63b02a0196a00941876a1eea031492dfa23b37c4fdc1582a11172,jpeg,4080,3060,110.03,54.6,1431.45,,9cdcddde5e57961e,,False,S012,item-s012,unique-0055,unique,train
