group_id,group_type,group_size,class_folder,member_path,sha256,dhash
dup-0002,exact,4,E025_Resistor 220Ω,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.27 PM (2).jpeg,66f7f356383073f697431e729a6b6ee6ed8ebbee84bd29cb03073d5275795aae,edd9b1371e3f1b0d
dup-0002,exact,4,E025_Resistor 220Ω,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.24 PM (1).jpeg,66f7f356383073f697431e729a6b6ee6ed8ebbee84bd29cb03073d5275795aae,edd9b1371e3f1b0d
dup-0003,exact,4,E030_16×2 LCD Display,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E030_16×2 LCD Display/WhatsApp Image 2026-08-11 at 6.06.23 PM (1).jpeg,a0fc57f97aa8475b8e11c2dfcff3625740ddbdcdb7d582a8ca541190460de546,edb835363e7e1b08
dup-0003,exact,4,E030_16×2 LCD Display,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E030_16×2 LCD Display/WhatsApp Image 2026-08-11 at 6.06.27 PM.jpeg,a0fc57f97aa8475b8e11c2dfcff3625740ddbdcdb7d582a8ca541190460de546,edb835363e7e1b08
dup-0003,exact,4,E025_Resistor 220Ω,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.23 PM (1).jpeg,a0fc57f97aa8475b8e11c2dfcff3625740ddbdcdb7d582a8ca541190460de546,edb835363e7e1b08
dup-0003,exact,4,E025_Resistor 220Ω,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.27 PM.jpeg,a0fc57f97aa8475b8e11c2dfcff3625740ddbdcdb7d582a8ca541190460de546,edb835363e7e1b08
dup-0004,exact,4,E021_Soil Moisture Level Sensor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E021_Soil Moisture Level Sensor/IMG_2241.jpeg,13a66fb46cec439c004416e85395eba8cab2e01d833a212d5b3d370d737e979c,0b4e531d8fc159f4
dup-0004,exact,4,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_2241.jpeg,13a66fb46cec439c004416e85395eba8cab2e01d833a212d5b3d370d737e979c,0b4e531d8fc159f4
dup-0004,exact,4,E013_Sound Sensor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E013_Sound Sensor/IMG_2241.JPG,13a66fb46cec439c004416e85395eba8cab2e01d833a212d5b3d370d737e979c,0b4e531d8fc159f4
dup-0004,exact,4,E014_Lilypad Coin Cell Battery Holder,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/IMG_2241.jpeg,13a66fb46cec439c004416e85395eba8cab2e01d833a212d5b3d370d737e979c,0b4e531d8fc159f4
dup-0005,exact,4,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_2244.jpeg,d4bdd58aba868653e1236f36a99581f34229514769b276eb56f82afb98f6ef37,6b6228c1a32c345c
dup-0005,exact,4,E019_LED Blue,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E019_LED Blue/IMG_2244.jpeg,d4bdd58aba868653e1236f36a99581f34229514769b276eb56f82afb98f6ef37,6b6228c1a32c345c
dup-0005,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2244.JPG,d4bdd58aba868653e1236f36a99581f34229514769b276eb56f82afb98f6ef37,6b6228c1a32c345c
dup-0005,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2244.JPG,d4bdd58aba868653e1236f36a99581f34229514769b276eb56f82afb98f6ef37,6b6228c1a32c345c
dup-0006,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2272.jpeg,e380451cb96dc797c3a3c96f102c5c0d628b385f54a2dbbfe571a235dbef56f3,8b187e6101801803
dup-0006,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2272.JPG,e380451cb96dc797c3a3c96f102c5c0d628b385f54a2dbbfe571a235dbef56f3,8b187e6101801803
dup-0006,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2272.jpeg,e380451cb96dc797c3a3c96f102c5c0d628b385f54a2dbbfe571a235dbef56f3,8b187e6101801803
dup-0006,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2272.JPG,e380451cb96dc797c3a3c96f102c5c0d628b385f54a2dbbfe571a235dbef56f3,8b187e6101801803
dup-0007,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2270.jpeg,8520f7b9493969b9ee049623b8f38dd7d6e7fd1eb4f6df0ef09f078e7b92ae3a,66e51f0848930303
dup-0007,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2270.JPG,8520f7b9493969b9ee049623b8f38dd7d6e7fd1eb4f6df0ef09f078e7b92ae3a,66e51f0848930303
dup-0007,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2270.jpeg,8520f7b9493969b9ee049623b8f38dd7d6e7fd1eb4f6df0ef09f078e7b92ae3a,66e51f0848930303
dup-0007,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2270.JPG,8520f7b9493969b9ee049623b8f38dd7d6e7fd1eb4f6df0ef09f078e7b92ae3a,66e51f0848930303
dup-0008,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2268.jpeg,df5a4b18f3545901079e6c0468446d5e6f05c9560ed761fffd52a13e6da50cab,796c268d92cc5023
dup-0008,exact,4,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2268.JPG,df5a4b18f3545901079e6c0468446d5e6f05c9560ed761fffd52a13e6da50cab,796c268d92cc5023
dup-0008,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2268.jpeg,df5a4b18f3545901079e6c0468446d5e6f05c9560ed761fffd52a13e6da50cab,796c268d92cc5023
dup-0008,exact,4,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2268.JPG,df5a4b18f3545901079e6c0468446d5e6f05c9560ed761fffd52a13e6da50cab,796c268d92cc5023
dup-0009,exact,3,E006_NodeMCU,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E006_NodeMCU/WhatsApp Image 2026-08-11 at 6.05.09 PM (3).jpeg,95c96f631f03c69356f04d0908d8d6daf076ed678489481ddf31f2a8e6905075,9b18d58534364a4d
dup-0009,exact,3,E017_RC522 RFID Card Reader,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E017_RC522 RFID Card Reader/WhatsApp Image 2026-08-11 at 6.05.09 PM (2).jpeg,95c96f631f03c69356f04d0908d8d6daf076ed678489481ddf31f2a8e6905075,9b18d58534364a4d
dup-0009,exact,3,E006_NodeMCU,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E006_NodeMCU/WhatsApp Image 2026-08-11 at 6.05.09 PM (2).jpeg,95c96f631f03c69356f04d0908d8d6daf076ed678489481ddf31f2a8e6905075,9b18d58534364a4d
dup-0010,exact,3,E030_16×2 LCD Display,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E030_16×2 LCD Display/WhatsApp Image 2026-08-11 at 6.06.27 PM (1).jpeg,5329ce986ac54c41f3451149bff358fd7edddcdf26518a2813151291a441c887,060686926773930b
dup-0010,exact,3,E025_Resistor 220Ω,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E025_Resistor 220Ω/WhatsApp Image 2026-08-11 at 6.06.27 PM (1).jpeg,5329ce986ac54c41f3451149bff358fd7edddcdf26518a2813151291a441c887,060686926773930b
dup-0010,exact,3,E005_Gas Sensor MQ6,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/WhatsApp Image 2026-08-11 at 6.06.27 PM (1).jpeg,5329ce986ac54c41f3451149bff358fd7edddcdf26518a2813151291a441c887,060686926773930b
dup-0011,exact,3,E026_Jumper Wire M-M,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.09 PM (1).jpeg,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,93a62858c44a1c29
dup-0011,exact,3,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.09 PM (1).jpeg,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,93a62858c44a1c29
dup-0011,exact,3,E026_Jumper Wire M-M,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.09 PM (1)(1).jpeg,8608b83372fa0c33b24354151116c958fc08e14b83122894e27ebde0b2af78c4,93a62858c44a1c29
dup-0012,near_or_exact,3,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.05 PM (1).jpeg,069c4804f296b1b7502034c7118fe17f90fe5bf9d2c5327ad27ae2161c8118de,3826491919492a36
dup-0012,near_or_exact,3,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.05 PM (1)(1).jpeg,069c4804f296b1b7502034c7118fe17f90fe5bf9d2c5327ad27ae2161c8118de,3826491919492a36
dup-0012,near_or_exact,3,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.09 PM.jpeg,2e5f20990dd151809977a96e1096c61002f601716a9abb14096e09da6d083136,3826491959492a36
dup-0013,exact,3,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/IMG_2243.jpeg,4dc91d859f8d4366e060c5145d17eb6e5b93e1c52ddfbbb73bd9cbaddfbbbac2,31094d3936373a20
dup-0013,exact,3,E008_N20 Mini Micro Metal Gear,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E008_N20 Mini Micro Metal Gear/IMG_2243.JPG,4dc91d859f8d4366e060c5145d17eb6e5b93e1c52ddfbbb73bd9cbaddfbbbac2,31094d3936373a20
dup-0013,exact,3,E010_N20 Micro Metal Gear Motor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E010_N20 Micro Metal Gear Motor/IMG_2243.JPG,4dc91d859f8d4366e060c5145d17eb6e5b93e1c52ddfbbb73bd9cbaddfbbbac2,31094d3936373a20
dup-0014,exact,3,E016_CR2032 battery holder,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E016_CR2032 battery holder/IMG_2245.jpeg,bb61a58573af28a2b31a786a335bb1383823d2b91334ccddfe08e21bbfa375c2,dde77e5f2625d292
dup-0014,exact,3,E017_RC522 RFID Card Reader,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E017_RC522 RFID Card Reader/IMG_2245.JPG,bb61a58573af28a2b31a786a335bb1383823d2b91334ccddfe08e21bbfa375c2,dde77e5f2625d292
dup-0014,exact,3,E017_RC522 RFID Card Reader,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E017_RC522 RFID Card Reader/IMG_2245.jpeg,bb61a58573af28a2b31a786a335bb1383823d2b91334ccddfe08e21bbfa375c2,dde77e5f2625d292
dup-0015,exact,3,E019_LED Blue,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E019_LED Blue/IMG_2313.jpeg,2ffca293bd960075247237387e493517bfecddb45953a8f2c4a7d1ae7dee9825,65a0d010c5c0c480
dup-0015,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2313.jpeg,2ffca293bd960075247237387e493517bfecddb45953a8f2c4a7d1ae7dee9825,65a0d010c5c0c480
dup-0015,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2313.JPG,2ffca293bd960075247237387e493517bfecddb45953a8f2c4a7d1ae7dee9825,65a0d010c5c0c480
dup-0016,exact,3,E019_LED Blue,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E019_LED Blue/IMG_2314.jpeg,76a98572703ab7ee9fd2f434cb8afbe84e78e846f1457db592a9a86d56afab40,8695ef0900800701
dup-0016,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2314.JPG,76a98572703ab7ee9fd2f434cb8afbe84e78e846f1457db592a9a86d56afab40,8695ef0900800701
dup-0016,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2314.jpeg,76a98572703ab7ee9fd2f434cb8afbe84e78e846f1457db592a9a86d56afab40,8695ef0900800701
dup-0017,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2312.JPG,bd9dda281b3eb84e8d12b70ee654bef56f72ce578889ae7b163d4f72e92b4c1b,4760900508880201
dup-0017,exact,3,E019_LED Blue,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E019_LED Blue/IMG_2312.jpeg,bd9dda281b3eb84e8d12b70ee654bef56f72ce578889ae7b163d4f72e92b4c1b,4760900508880201
dup-0017,exact,3,E018_LED Red,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E018_LED Red/IMG_2312.jpeg,bd9dda281b3eb84e8d12b70ee654bef56f72ce578889ae7b163d4f72e92b4c1b,4760900508880201
dup-0018,exact,3,E017_RC522 RFID Card Reader,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E017_RC522 RFID Card Reader/WhatsApp Image 2026-08-11 at 6.05.06 PM.jpeg,81f93911d7afce09d7af8a8e5be42f9a1c5996c45c0c631bda5d1d3cd4b993ba,222d8db299155b10
dup-0018,exact,3,E006_NodeMCU,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E006_NodeMCU/WhatsApp Image 2026-08-11 at 6.05.10 PM (2).jpeg,81f93911d7afce09d7af8a8e5be42f9a1c5996c45c0c631bda5d1d3cd4b993ba,222d8db299155b10
dup-0018,exact,3,E006_NodeMCU,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E006_NodeMCU/WhatsApp Image 2026-08-11 at 6.05.06 PM.jpeg,81f93911d7afce09d7af8a8e5be42f9a1c5996c45c0c631bda5d1d3cd4b993ba,222d8db299155b10
dup-0019,near_or_exact,3,E003_Motor Shield,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E003_Motor Shield/WhatsApp Image 2026-08-11 at 6.07.12 PM (2).jpeg,99905c3c05d785e7869afdd5d722a894babb67476cb5cffb561130f6ac825ce4,2a272333195b670f
dup-0019,near_or_exact,3,E003_Motor Shield,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E003_Motor Shield/WhatsApp Image 2026-08-11 at 6.07.10 PM (1).jpeg,b01c2dbfb2c0f285380f95cc1919103dfac3b9f414f4410388dca0b7335fafe3,2a272333194b670f
dup-0019,near_or_exact,3,E003_Motor Shield,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E003_Motor Shield/WhatsApp Image 2026-08-11 at 6.07.11 PM (1).jpeg,04936abf469be4d35e4b0096506191533e76d5868345155d4b994e9ad04851a4,2a2723331949670f
dup-0020,near_or_exact,3,E004_Breadboard,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/WhatsApp Image 2026-08-11 at 6.07.14 PM (1).jpeg,44fccbbb73b6c24724ce28cc5dd9683ba44406d394adff84215292fd99319938,183a1c2e2e66761e
dup-0020,near_or_exact,3,E004_Breadboard,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/WhatsApp Image 2026-08-11 at 6.07.14 PM (2).jpeg,56091e2dd8d2703a08acad5ebbc4a7c1c1b9db52d43587731d433599fa5826f6,183a1c3e2e66761e
dup-0020,near_or_exact,3,E004_Breadboard,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/WhatsApp Image 2026-08-11 at 6.07.13 PM (1).jpeg,893db8ce0888efff024b59d47406e9238d84efe181f871ba6d3b42a4dbfb3f58,183a1c3e2e66361e
dup-0021,exact,3,C003_thread,FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C003_thread/Copy of C003_THREAD_C003_02(1).JPG,274c3f1dc781eb4286717a349a1408a6ce13aeb9294f6190d0de9bdfc8a9cc23,06262f0f0eb28249
dup-0021,exact,3,C003_thread,FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C003_thread/C003_THREAD_C003_02.HEIC,274c3f1dc781eb4286717a349a1408a6ce13aeb9294f6190d0de9bdfc8a9cc23,06262f0f0eb28249
dup-0021,exact,3,C003_thread,FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C003_thread/Copy of C003_THREAD_C003_02.JPG,274c3f1dc781eb4286717a349a1408a6ce13aeb9294f6190d0de9bdfc8a9cc23,06262f0f0eb28249
dup-0022,exact,2,L016_volumetric flask,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L016_volumetric flask/L016_VOLUMETRIC FLASK_L016_13.JPG,1a662cc7fbc81bc003fca502b3e8bee8a1ce7e36e5c5a0aaf3837935655d68aa,173737b7b7b3f163
dup-0022,exact,2,L016_volumetric flask,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L016_volumetric flask/L016_VOLUMETRIC FLASK_L016_12.JPG,1a662cc7fbc81bc003fca502b3e8bee8a1ce7e36e5c5a0aaf3837935655d68aa,173737b7b7b3f163
dup-0023,exact,2,L014_syringes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L014_syringes 10ml/L014_SYRINGES 10ML_L014_06.JPG,6f26de6d303b73a2444d3dea74651c953a0aa0b050553e1cbaca66460d998053,f29adcde8c9a7a61
dup-0023,exact,2,L014_syringes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L014_syringes 10ml/L014_SYRINGES 10ML_L014_07(1).JPG,6f26de6d303b73a2444d3dea74651c953a0aa0b050553e1cbaca66460d998053,f29adcde8c9a7a61
dup-0024,near_or_exact,2,L008_pipettes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_09.JPG,3dd23ae62bed20827bd3f500e71e66dce2e998314442a94e0d9f44196dcb0752,040ea3c7cf9b376f
dup-0024,near_or_exact,2,L008_pipettes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_10.JPG,586cd9e7c2ff8388c1cdebf973ea30c7854021f13124281021190c0d7559c991,041ea3c7cf9b336f
dup-0025,exact,2,E028_HC-SR501 PIR Motion Sensor,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E028_HC-SR501 PIR Motion Sensor/WhatsApp Image 2026-08-11 at 6.06.20 PM (1).jpeg,4f8e30807acd381430c2f05d67da8a3899811a90f0cd2a3f49193374959a24f7,9094161182410006
dup-0025,exact,2,E024_Light Dependent Resistor (LDR),FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E024_Light Dependent Resistor (LDR)/WhatsApp Image 2026-08-11 at 6.06.20 PM (1).jpeg,4f8e30807acd381430c2f05d67da8a3899811a90f0cd2a3f49193374959a24f7,9094161182410006
dup-0026,exact,2,E027_Jumper Wire M-F,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E027_Jumper Wire M-F/WhatsApp Image 2026-08-11 at 6.07.03 PM (2).jpeg,4e47b09eaee6557ea627459866199ba2ec9730ae17ebb1d57a7ce655882678cb,171e525151726a66
dup-0026,exact,2,E026_Jumper Wire M-M,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.03 PM (2).jpeg,4e47b09eaee6557ea627459866199ba2ec9730ae17ebb1d57a7ce655882678cb,171e525151726a66
dup-0027,exact,2,E026_Jumper Wire M-M,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.02 PM.jpeg,1392199bc9858c5db03c544926239a1d0377fbbafb7e6f0df2529f83cb2ed4a5,a8c98b0a8dcb0914
dup-0027,exact,2,E026_Jumper Wire M-M,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E026_Jumper Wire M-M/WhatsApp Image 2026-08-11 at 6.07.06 PM (2).jpeg,1392199bc9858c5db03c544926239a1d0377fbbafb7e6f0df2529f83cb2ed4a5,a8c98b0a8dcb0914
dup-0028,exact,2,E001_Arduino Uno,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E001_Arduino Uno/WhatsApp Image 2026-08-12 at 11.07.17 AM.jpeg,8e1f60aa3e145ce5f8ee21cf6fb3a9a3bc41d3815068bc2d2e3271772b93108d,931b5b5b4bcb4f5e
dup-0028,exact,2,E004_Breadboard,FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/WhatsApp Image 2026-08-12 at 11.07.17 AM.jpeg,8e1f60aa3e145ce5f8ee21cf6fb3a9a3bc41d3815068bc2d2e3271772b93108d,931b5b5b4bcb4f5e
dup-0029,exact,2,L008_pipettes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_01.JPG,2fa759aaaff40268c3a8f3a16d559b558dca4c6032eca8f55a910eeb6606596f,7dcc4c0d3726e7cb
dup-0029,exact,2,L008_pipettes 10ml,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L008_pipettes 10ml/L008_PIPETTES 10ML_L008_02.JPG,2fa759aaaff40268c3a8f3a16d559b558dca4c6032eca8f55a910eeb6606596f,7dcc4c0d3726e7cb
dup-0030,exact,2,L010_thermometer ,FOR AIIC SUBMISSION/Inventory_Photos/Laboratory_Science_Supplies/L010_thermometer /L010_THERMOMETER_L010_22.JPG,ced5f8842da22208147b4524a60a05dd44eb8492a159f37845c9894f7a9c76fb,f6e3cf87659c3f1b
